Year,month,day,time,Temp,rH,VPD
2012,1,22,0800,-1.3,78,0.122150887
2012,1,22,0900,-1.5,83.2,0.091911796
2012,1,22,1000,-2.1,91,0.047097977
2012,1,22,1100,-2.3,88.6,0.058777122
2012,1,22,1200,-2.4,90,0.051176567
2012,1,22,1300,-2.4,89,0.056294224
2012,1,22,1400,-2.4,88,0.061411881
2012,1,22,1500,-2.4,89,0.056294224
2012,1,22,1600,-2.6,90.3,0.048906871
2012,1,22,1700,-2.9,91,0.044372117
2012,1,22,1800,-1.8,75,0.133771416
2012,1,22,1900,-2.8,87.1,0.064077219
2012,1,22,2000,-2,66,0.179251428
2012,1,22,2100,-1.6,63.8,0.196589546
2012,1,22,2200,-1.5,52.3,0.26096385
2012,1,22,2300,-1.3,50,0.277615653
2012,1,23,0000,-2.3,85.9,0.072698019
2012,1,23,0100,-2.4,81,0.097235478
2012,1,23,0200,-2,,0.527210083
2012,1,23,0300,-1.4,59.6,0.222664356
2012,1,23,0400,-1.5,66.3,0.184370686
2012,1,23,0500,-1.6,62,0.206364717
2012,1,23,0600,-1.7,67.6,0.174656187
2012,1,23,0700,-1.7,65,0.188671807
2012,1,23,0800,-2,65,0.184523529
2012,1,23,0900,-1.9,65,0.18589724
2012,1,23,1000,-2.3,65,0.180456077
2012,1,23,1100,-2.7,67,0.165147265
2012,1,23,1200,-3.3,77,0.110047997
2012,1,23,1300,-2.9,62,0.18734894
2012,1,23,1400,-1,33,0.380317303
2012,1,23,1500,-3.1,69,0.150566481
2012,1,23,1600,-1.3,44,0.310929531
2012,1,23,1700,-1.7,54,0.247968661
2012,1,23,1800,-2,51,0.258332941
2012,1,23,1900,-2.2,54.5,0.236343897
2012,1,23,2000,-2,53,0.247788739
2012,1,23,2100,0.1,34,0.406064626
2012,1,23,2200,0,34,0.4031148
2012,1,23,2300,-0.9,57,0.245885752
2012,1,24,0000,0.6,39.5,0.386009694
2012,1,24,0100,1,36.1,0.419690018
2012,1,24,0200,0.8,45.8,0.350864922
2012,1,24,0300,-0.1,56.2,0.265576594
2012,1,24,0400,-1.2,66,0.190175567
2012,1,24,0500,-0.8,59,0.236178116
2012,1,24,0600,-1.9,68.1,0.169432056
2012,1,24,0700,-1.9,70.3,0.157747087
2012,1,24,0800,-2.3,70,0.154676637
2012,1,24,0900,-1.2,61,0.218142563
2012,1,24,1000,-2.7,75.5,0.122609333
2012,1,24,1100,-2.2,69,0.161025512
2012,1,24,1200,-2.3,76.6,0.120647777
2012,1,24,1300,-2.9,89,0.054232588
2012,1,24,1400,-2.7,86,0.070062476
2012,1,24,1500,-2.8,86.5,0.067057555
2012,1,24,1600,-3.2,94,0.028924317
2012,1,24,1700,-2.3,71,0.149520749
2012,1,24,1800,-2.2,57,0.223357969
2012,1,24,1900,-2.2,57,0.223357969
2012,1,24,2000,-2.2,57.5,0.220760783
2012,1,24,2100,-1.9,50,0.265567486
2012,1,24,2200,-1.8,49.8,0.268613004
2012,1,24,2300,-2.6,59,0.206719764
2012,1,25,0000,-1.8,48.1,0.27770946
2012,1,25,0100,-1.6,55.3,0.242750075
2012,1,25,0200,-0.9,55.5,0.254463162
2012,1,25,0300,-0.7,50,0.290144244
2012,1,25,0400,-0.5,52,0.282652817
2012,1,25,0500,-3.2,68,0.154263025
2012,1,25,0600,-3.3,55.3,0.213875889
2012,1,25,0700,-3.5,70.9,0.137158807
2012,1,25,0800,-3.2,63.9,0.174027975
2012,1,25,0900,-1.8,41,0.315700542
2012,1,25,1000,-1.9,38,0.329303683
2012,1,25,1100,-4,61,0.17702587
2012,1,25,1200,-4.9,65.8,0.145001665
2012,1,25,1300,-2.8,41,0.293066352
2012,1,25,1400,-2.7,34,0.33029453
2012,1,25,1500,-2.6,37,0.317642564
2012,1,25,1600,-3.2,39,0.294063891
2012,1,25,1700,-4.6,60.5,0.171334519
2012,1,25,1800,-4.2,49.9,0.22399922
2012,1,25,1900,-4.2,56,0.196725862
2012,1,25,2000,-4,54.7,0.205622356
2012,1,25,2100,-3.9,57,0.196660883
2012,1,25,2200,-4.1,59.6,0.182000779
2012,1,25,2300,-3.6,60.2,0.186186309
2012,1,26,0000,-3.4,57,0.204203122
2012,1,26,0100,-2.4,49.5,0.258441664
2012,1,26,0200,-1.7,54,0.247968661
2012,1,26,0300,-2,46,0.284693445
2012,1,26,0400,-2.1,44.7,0.289390902
2012,1,26,0500,-2.5,50.8,0.249920078
2012,1,26,0600,-3.1,58.9,0.199622011
2012,1,26,0700,-3,57,0.210419985
2012,1,26,0800,-3,61,0.190846033
2012,1,26,0900,-3.7,73,0.125360166
2012,1,26,1000,-3.7,63.4,0.16993267
2012,1,26,1100,-4,64.1,0.162954583
2012,1,26,1200,-4.1,60,0.180198791
2012,1,26,1300,-4.1,58,0.189208731
2012,1,26,1400,-4.3,57,0.190805671
2012,1,26,1500,-4.7,69.8,0.130004174
2012,1,26,1600,-5.1,72.7,0.113997291
2012,1,26,1700,-5.3,77,0.094587371
2012,1,26,1800,-5.5,76,0.097202718
2012,1,26,1900,-5.2,71,0.120176083
2012,1,26,2000,-5,72.2,0.116972998
2012,1,26,2100,-4.3,68.4,0.140219981
2012,1,26,2200,-3.8,59,0.188933052
2012,1,26,2300,-3.3,57.6,0.202871089
2012,1,27,0000,-3.1,54,0.223421229
2012,1,27,0100,-3.3,50.2,0.238277836
2012,1,27,0200,-3.2,46.9,0.255980207
2012,1,27,0300,-3.4,53,0.223198761
2012,1,27,0400,-3.1,52.7,0.229735308
2012,1,27,0500,-3.5,56,0.207387888
2012,1,27,0600,-3.5,60.6,0.185706427
2012,1,27,0700,-3.7,50,0.232148456
2012,1,27,0800,-4.5,59,0.179195121
2012,1,27,0900,-4.2,59,0.183312735
2012,1,27,1000,-4.4,51,0.215789389
2012,1,27,1100,-4.7,54,0.198019603
2012,1,27,1200,-3.9,36,0.29270457
2012,1,27,1300,-4.2,37,0.281675666
2012,1,27,1400,-4.3,37,0.279552495
2012,1,27,1500,-5.7,55,0.179485722
2012,1,27,1600,-4.4,35,0.28625123
2012,1,27,1700,-5.7,37,0.251280011
2012,1,27,1800,-4.1,31,0.310842914
2012,1,27,1900,-4.7,32,0.29272463
2012,1,27,2000,-3.7,32,0.315721901
2012,1,27,2100,-2.7,44.6,0.277247227
2012,1,27,2200,-3.6,45.4,0.255421419
2012,1,27,2300,-2.1,30.5,0.363701043
2012,1,28,0000,-2,39.3,0.320016521
2012,1,28,0100,-1.5,35,0.355611116
2012,1,28,0200,-2.2,,0.519437136
2012,1,28,0300,-1.7,35.7,0.346617063
2012,1,28,0400,-2.8,52.6,0.235446527
2012,1,28,0500,-3.1,54,0.223421229
2012,1,28,0600,-3.1,52.1,0.232649497
2012,1,28,0700,-1.8,49,0.272893689
2012,1,28,0800,-2.2,56,0.22855234
2012,1,28,0900,-3.4,55,0.213700941
2012,1,28,1000,-3.7,50,0.232148456
2012,1,28,1100,-4.2,50,0.223552116
2012,1,28,1200,-4.4,63,0.162943008
2012,1,28,1300,-4.7,59.2,0.175634778
2012,1,28,1400,-4.7,49,0.219543473
2012,1,28,1500,-4.6,52,0.208203973
2012,1,28,1600,-5.4,62.8,0.151820576
2012,1,28,1700,-4.8,56,0.187976143
2012,1,28,1800,-5.2,62,0.157472109
2012,1,28,1900,-5.2,60,0.165760115
2012,1,28,2000,-3.9,51.7,0.22090048
2012,1,28,2100,-3.5,60.8,0.184763754
2012,1,28,2200,-3,53,0.229993937
2012,1,28,2300,-2.4,52,0.245647522
2012,1,29,0000,-1.3,47,0.294272592
2012,1,29,0100,-1.5,55,0.246192311
2012,1,29,0200,-0.7,52.7,0.274476454
2012,1,29,0300,-1.6,56,0.23894862
2012,1,29,0400,-1.7,54.8,0.243656163
2012,1,29,0500,-1.8,51.2,0.261121805
2012,1,29,0600,-2,50,0.263605042
2012,1,29,0700,-2.3,52,0.247482619
2012,1,29,0800,-3,57.3,0.208951939
2012,1,29,0900,-3.2,64.4,0.171617615
2012,1,29,1000,-3.3,67.7,0.154545665
2012,1,29,1100,-5.8,79,0.083120363
2012,1,29,1200,-5.8,74,0.102910926
2012,1,29,1300,-7,79.8,0.072888637
2012,1,29,1400,-7,71,0.104642102
2012,1,29,1500,-7,65,0.126292192
2012,1,29,1600,-6.2,59,0.157371385
2012,1,29,1700,-6.5,47.5,0.196906824
2012,1,29,1800,-5.7,43.6,0.224955438
2012,1,29,1900,-5.6,47.3,0.211813848
2012,1,29,2000,-5.4,41.6,0.238341979
2012,1,29,2100,-5.1,47,0.221313421
2012,1,29,2200,-4.5,52,0.20978941
2012,1,29,2300,,,0.61078
2012,1,30,0000,-3.4,49.5,0.239819945
2012,1,30,0100,-3.3,57,0.205741907
2012,1,30,0200,-1.8,49.5,0.270218261
2012,1,30,0300,-2,,0.527210083
2012,1,30,0400,-1.5,49,0.279017953
2012,1,30,0500,-2,59.1,0.215628924
2012,1,30,0600,-2.1,59.5,0.211940895
2012,1,30,0700,-2.5,63.7,0.184392252
2012,1,30,0800,-2.5,61,0.198107379
2012,1,30,0900,-4.2,64,0.160957523
2012,1,30,1000,-4,61,0.17702587
2012,1,30,1100,-5,65.4,0.145585099
2012,1,30,1200,-6.3,78,0.083795503
2012,1,30,1300,-6.9,79,0.076364632
2012,1,30,1400,-7,67,0.119075496
2012,1,30,1500,-7.2,70,0.106583946
2012,1,30,1600,-7.6,70.9,0.100219448
2012,1,30,1700,-7.3,72.8,0.095888391
2012,1,30,1800,,67.9,0.19606038
2012,1,30,1900,-8.1,77,0.076178113
2012,1,30,2000,-5.7,71,0.115668576
2012,1,30,2100,-4.4,62.9,0.163383394
2012,1,30,2200,-4,67.6,0.147067646
2012,1,30,2300,-3.7,62,0.176432827
2012,1,31,0000,-3.1,0,0.485698325
2012,1,31,0100,-2,61.8,0.201394252
2012,1,31,0200,-1.6,62.9,0.201477132
2012,1,31,0300,-1.3,61,0.216540209
2012,1,31,0400,-1.1,65.6,0.193835517
2012,1,31,0500,-1.5,67,0.180541028
2012,1,31,0600,-1.9,65,0.18589724
2012,1,31,0700,-2.3,67.2,0.169113123
2012,1,31,0800,-2.5,66,0.172708997
2012,1,31,0900,-3.4,69,0.147216204
2012,1,31,1000,-4.3,74,0.115370871
2012,1,31,1100,-4.2,76,0.107305016
2012,1,31,1200,-5,84,0.067322589
2012,1,31,1300,-4.8,80,0.085443701
2012,1,31,1400,-4.7,67,0.142057541
2012,1,31,1500,-5.3,73.8,0.107747353
2012,1,31,1600,-4,71,0.131634621
2012,1,31,1700,-6.4,76,0.090711523
2012,1,31,1800,-6.8,81,0.069628674
2012,1,31,1900,-6.9,82.2,0.064728117
2012,1,31,2000,-5.5,76,0.097202718
2012,1,31,2100,-5.3,75,0.10281236
2012,1,31,2200,-4.5,72,0.122377156
2012,1,31,2300,-3.1,76.1,0.1160819
2012,11,1,0,-9.3,43,0.171780414
2012,11,1,100,-9,45.8,0.167259173
2012,11,1,200,-9.9,42,0.166671155
2012,11,1,300,-9.3,43,0.171780414
2012,11,1,400,-9.2,38.5,0.186813208
2012,11,1,500,-9.3,41.6,0.175999582
2012,11,1,600,-9,42,0.178985831
2012,11,1,700,-8.9,35.5,0.200620313
2012,11,1,800,-9.4,44,0.167436481
2012,11,1,900,-11.1,51.7,0.126099508
2012,11,1,1000,-11.4,53,0.119778104
2012,11,1,1100,-10.2,46.5,0.150110663
2012,11,1,1200,-11.8,60.6,0.097218639
2012,11,1,1300,-12.5,66,0.079261899
2012,11,1,1400,-12.9,67,0.074461805
2012,11,1,1500,-10.3,55,0.125258113
2012,11,1,1600,-10.2,61,0.109426465
2012,11,1,1700,-11.2,62,0.098414124
2012,11,1,1800,-11,66,0.089481751
2012,11,1,1900,-10.3,59,0.114124059
2012,11,1,2000,-11.8,66,0.083894257
2012,11,1,2100,-11.4,70,0.076454109
2012,11,1,2200,-11.5,73,0.068256105
2012,11,1,2300,-11.5,69.5,0.077104118
2012,11,2,0,-11.8,73.2,0.066128414
2012,11,2,100,-11.5,69.4,0.077356919
2012,11,2,200,-11.1,68,0.083544187
2012,11,2,300,-10.8,61.8,0.102161707
2012,11,2,400,-10.3,65.3,0.096587923
2012,11,2,500,-10.5,65,0.095878953
2012,11,2,600,-10.8,73,0.072208536
2012,11,2,700,-10.4,78.4,0.059645763
2012,11,2,800,-10.1,72,0.079191234
2012,11,2,900,-10.4,78,0.060750314
2012,11,2,1000,-9.8,65,0.101380064
2012,11,2,1100,-9.4,55,0.134547173
2012,11,2,1200,-9.4,54,0.13753711
2012,11,2,1300,-9.6,55,0.132431695
2012,11,2,1400,-9.2,49,0.15491827
2012,11,2,1500,-9,48,0.160470055
2012,11,2,1600,-8.9,41.7,0.18133588
2012,11,2,1700,-9.4,59.7,0.120494468
2012,11,2,1800,-9.2,55,0.136692591
2012,11,2,1900,-9,54,0.14195428
2012,11,2,2000,-10.8,54,0.123021951
2012,11,2,2100,-8.5,41.7,0.187133491
2012,11,2,2200,-9.3,41.9,0.175095475
2012,11,2,2300,-10.6,54,0.125008447
2012,11,3,0,-9.5,44.9,0.163445841
2012,11,3,100,-9.7,43,0.16642109
2012,11,3,200,-9.8,45,0.159311529
2012,11,3,300,-7.8,41.6,0.198015048
2012,11,3,400,-8,52.2,0.159561312
2012,11,3,500,-8.6,49,0.162420462
2012,11,3,600,-8.3,47,0.172812268
2012,11,3,700,-7.8,40,0.203440118
2012,11,3,800,-8.6,44,0.178344037
2012,11,3,900,-9.1,44.5,0.169924526
2012,11,3,1000,-9,45,0.169727943
2012,11,3,1100,-8.2,50,0.164313047
2012,11,3,1200,-8.5,54,0.147652498
2012,11,3,1300,-8.4,57,0.139110784
2012,11,3,1400,-8.7,51.5,0.153248728
2012,11,3,1500,-8.7,45.2,0.173155264
2012,11,3,1600,-8.5,34,0.211849236
2012,11,3,1700,-8.3,34,0.215200183
2012,11,3,1800,-8,32,0.226990988
2012,11,3,1900,-7.8,33.1,0.226835732
2012,11,3,2000,-8.2,43.2,0.186659621
2012,11,3,2100,-8.3,35.9,0.209005026
2012,11,3,2200,-8.1,56,0.145732043
2012,11,3,2300,-8.1,59,0.135795767
2012,11,4,0,-7.7,38.9,0.208792497
2012,11,4,100,-7.2,30,0.248695873
2012,11,4,200,-6.8,28.2,0.263123094
2012,11,4,300,-6.6,29.4,0.262756499
2012,11,4,400,-6.4,28,0.272134569
2012,11,4,500,-6.7,33,0.247438869
2012,11,4,600,-6.3,26,0.281857601
2012,11,4,700,-6,25.6,0.289997202
2012,11,4,800,-5.6,21.5,0.315510191
2012,11,4,900,-8.6,53,0.149681602
2012,11,4,1000,-9.4,58,0.125577361
2012,11,4,1100,-9.5,46,0.160182857
2012,11,4,1200,-10.3,48.5,0.143350952
2012,11,4,1300,-11.7,75.9,0.05994896
2012,11,4,1400,-11.2,62,0.098414124
2012,11,4,1500,-10.9,68.7,0.083039756
2012,11,4,1600,-13.1,68,0.071034186
2012,11,4,1700,-11.4,53.6,0.118249022
2012,11,4,1800,-14.7,80,0.038910241
2012,11,4,1900,-14.7,78.9,0.041050304
2012,11,4,2000,-11.3,66,0.08734885
2012,11,4,2100,-12.1,76,0.057797853
2012,11,4,2200,-11,74.5,0.067111313
2012,11,4,2300,-9.5,53,0.139418412
2012,11,5,0,-9.3,46.8,0.160328387
2012,11,5,100,-9,55.1,0.138559721
2012,11,5,200,-8.9,44.5,0.172626781
2012,11,5,300,-8.2,50,0.164313047
2012,11,5,400,-8.1,56,0.145732043
2012,11,5,500,-7, ,#VALUE!
2012,11,5,600,-7.8,70.6,0.099685658
2012,11,5,700,-8.1,71.6,0.09406341
2012,11,5,800,-9.3,79,0.063287521
2012,11,5,900,-10.1,76,0.0678782
2012,11,5,1000,-10.1,78.9,0.059676251
2012,11,5,1100,-10.5,80.8,0.052596454
2012,11,5,1200,-10.2,84.7,0.042928844
2012,11,5,1300,-10.3,81,0.052886759
2012,11,5,1400,-10.3,80,0.055670273
2012,11,5,1500,-10.3,80,0.055670273
2012,11,5,1600,-10.8,84.7,0.040918171
2012,11,5,1700,-10.8,88,0.032092683
2012,11,5,1800,-10.6,85,0.040763624
2012,11,5,1900,-10.1,75,0.070706459
2012,11,5,2000,-10.2,67.9,0.090066398
2012,11,5,2100,-9.7,63.3,0.107151825
2012,11,5,2200,-9.7,62.4,0.109779526
2012,11,5,2300,-8.7,57,0.135870006
2012,11,6,0,-8.8,57,0.134804732
2012,11,6,100,-8.8,59.2,0.127907746
2012,11,6,200,-9,61,0.120352541
2012,11,6,300,-8.8,54,0.144209713
2012,11,6,400,-8.4,52.8,0.152698349
2012,11,6,500,-8.3,53,0.153248615
2012,11,6,600,-9.1,64.1,0.109915144
2012,11,6,700,-9.4,62,0.113617612
2012,11,6,800,-9.6,59,0.120659989
2012,11,6,900,-10.2,62,0.106620658
2012,11,6,1000,-11.7,74,0.064675226
2012,11,6,1100,-12.5,72,0.065274505
2012,11,6,1200,-13.7,78,0.046489645
2012,11,6,1300,-13.4,84,0.034654529
2012,11,6,1400,-13.3,84,0.034939957
2012,11,6,1500,-13.3,78,0.04804244
2012,11,6,1600,-13.7,79.8,0.042685947
2012,11,6,1700,-13.8,80,0.041916812
2012,11,6,1800,-12.9,71.7,0.063856639
2012,11,6,1900,-13,71,0.064903502
2012,11,6,2000,-10,57.9,0.120021597
2012,11,6,2100,-10.5,64.3,0.097796532
2012,11,6,2200,-11,74,0.068427221
2012,11,6,2300,-9.8,63.5,0.105724924
2012,11,7,0,-10.3,66,0.094639463
2012,11,7,100,-9.8,58,0.121656077
2012,11,7,200,-9,52.8,0.145657435
2012,11,7,300,-9.2,57,0.130617365
2012,11,7,400,-8.9,52.3,0.14836572
2012,11,7,500,-9.6,52,0.141260475
2012,11,7,600,-9.6,54,0.135374622
2012,11,7,700,-9.1,51,0.150023455
2012,11,7,800,-9.4,54,0.13753711
2012,11,7,900,-9.3,46.5,0.161232494
2012,11,7,1000,-10.1,60,0.113130334
2012,11,7,1100,-10.9,67,0.087549903
2012,11,7,1200,-10.5,78,0.060266771
2012,11,7,1300,-10.5,74,0.071224365
2012,11,7,1400,-10.5,73.9,0.071498305
2012,11,7,1500,-10.8,73,0.072208536
2012,11,7,1600,-10.8,74,0.069534146
2012,11,7,1700,-11,69,0.081586302
2012,11,7,1800,-10.6,63,0.100550273
2012,11,7,1900,-10.9,64.7,0.093651866
2012,11,7,2000,-10.2,67,0.092591624
2012,11,7,2100,-8.3,58.5,0.135315267
2012,11,7,2200,-8.7,62,0.120071168
2012,11,7,2300,-8.4,58.7,0.133611055
2012,11,8,0,-8,52.7,0.157892261
2012,11,8,100,-6.9,44,0.203639019
2012,11,8,200,-7,51.5,0.175004895
2012,11,8,300,-5.9,60.8,0.1539721
2012,11,8,400,-6.6,63.6,0.135472189
2012,11,8,500,-6.9,60,0.145456442
2012,11,8,600,-7.6,65,0.120538855
2012,11,8,700,-8.1,62.8,0.123209818
2012,11,8,800,-9,76.3,0.073137314
2012,11,8,900,-9.4,73.3,0.079831322
2012,11,8,1000,-9.1,62,0.11634472
2012,11,8,1100,-9.3,62,0.114520276
2012,11,8,1200,-9.6,64,0.105945356
2012,11,8,1300,-10,64,0.102631295
2012,11,8,1400,-10.2,62.8,0.104376012
2012,11,8,1500,-10.3,62,0.105773518
2012,11,8,1600,-10,48,0.148245203
2012,11,8,1700,-10.4,55.2,0.12370973
2012,11,8,1800,-10.1,44,0.158382468
2012,11,8,1900,-10.2,42.2,0.162175632
2012,11,8,2000,-10.7,56,0.118619854
2012,11,8,2100,-10.6,59,0.111420573
2012,11,8,2200,-10.4,55,0.124262006
2012,11,8,2300,-10.3,59,0.114124059
2012,11,9,0,-9.7, ,#VALUE!
2012,11,9,100,-9.1,55,0.137776643
2012,11,9,200,-9.1,53.5,0.142369197
2012,11,9,300,-9.6,56.3,0.128605891
2012,11,9,400,-9.6,58,0.123602915
2012,11,9,500,-9.3,53,0.141643499
2012,11,9,600,-9.8,57.3,0.123683678
2012,11,9,700,-9.9,60.9,0.112359348
2012,11,9,800,-10.3,72,0.077938382
2012,11,9,900,-10.2,65,0.098203237
2012,11,9,1000,-10.8,68,0.085580488
2012,11,9,1100,-11.9,45,0.13461751
2012,11,9,1200,-10.1,36.9,0.178463102
2012,11,9,1300,-10.6,42,0.157619347
2012,11,9,1400,-10.6,39,0.165772072
2012,11,9,1500,-11.8,53,0.115971473
2012,11,9,1600,-11.6,55,0.112845764
2012,11,9,1700,-11.4,42.7,0.146027348
2012,11,9,1800,-8.8,26,0.231989539
2012,11,9,1900,-8.3,26,0.241285054
2012,11,9,2000,-7.8,26,0.250909479
2012,11,9,2100,-7.3,31,0.243246285
2012,11,9,2200,-7.2,36,0.227379084
2012,11,9,2300,-7.6,39,0.210082004
2012,11,10,0,-7, ,#VALUE!
2012,11,10,100,-7.2,41,0.209615093
2012,11,10,200,-7.7,43.9,0.191706368
2012,11,10,300,-7.3,40,0.211518509
2012,11,10,400,-7.2,34,0.234484681
2012,11,10,500,-7.2,34.6,0.232353002
2012,11,10,600,-7.4,39.9,0.210230251
2012,11,10,700,-8.3,50.3,0.162052259
2012,11,10,800,-8.2,52,0.157740525
2012,11,10,900,-8.1,45,0.182165054
2012,11,10,1000,-8.7,49,0.161148147
2012,11,10,1100,-8.9,47,0.1648508
2012,11,10,1200,-9,51.1,0.150903571
2012,11,10,1300,-9.1,49,0.156146862
2012,11,10,1400,-8.9,42,0.180402762
2012,11,10,1500,-9.7,49,0.148903081
2012,11,10,1600,-10.1,48.8,0.144806827
2012,11,10,1700,-11.4,61.3,0.0986258
2012,11,10,1800,-9.8,43,0.165104676
2012,11,10,1900,-9.4,35,0.194345916
2012,11,10,2000,-8.4,33.9,0.213842391
2012,11,10,2100,-8.8,46,0.169289664
2012,11,10,2200,-8.5,49.2,0.163059715
2012,11,10,2300,-9.8,58.8,0.119338818
2012,11,11,0,-10,60,0.114034772
2012,11,11,100,-9.4,62,0.113617612
2012,11,11,200,-8.6,50,0.159235747
2012,11,11,300,-8.7,56,0.139029774
2012,11,11,400,-8.4,52.3,0.154315916
2012,11,11,500,-8.6,54,0.146496888
2012,11,11,600,-8.4,49.4,0.163697806
2012,11,11,700,-8.9,55,0.13996766
2012,11,11,800,-9.4,55,0.134547173
2012,11,11,900,-9.4,55,0.134547173
2012,11,11,1000,-9.6,52.2,0.14067189
2012,11,11,1100,-9.8,51.1,0.141642432
2012,11,11,1200,-10.3,72,0.077938382
2012,11,11,1300,-10.3,70,0.083505409
2012,11,11,1400,-10.5,71,0.079442561
2012,11,11,1500,-11.4,68.5,0.080276814
2012,11,11,1600,-12.3,72.3,0.06563404
2012,11,11,1700,-12.5,58,0.097911758
2012,11,11,1800,-12.2,50,0.119439096
2012,11,11,1900,-11.6,45.9,0.135665685
2012,11,11,2000,-9.8,44.7,0.160180501
2012,11,11,2100,-10.1,62.7,0.105494036
2012,11,11,2200,-9.7,65,0.102188389
2012,11,11,2300,-9.4,51,0.146506921
2012,11,12,0,-9.3, ,#VALUE!
2012,11,12,100,-8.7,42.8,0.180738706
2012,11,12,200,-8.1,41,0.195413421
2012,11,12,300,-8,53,0.15689083
2012,11,12,400,-8.1,51.7,0.159974038
2012,11,12,500,-7.8,49.4,0.171567833
2012,11,12,600,-7.5,51,0.170073813
2012,11,12,700,-7.4,50,0.174900375
2012,11,12,800,-7.6,53.8,0.159111288
2012,11,12,900,-8.3,61,0.127163745
2012,11,12,1000,-10.3,61,0.108557031
2012,11,12,1100,-11.1,68,0.083544187
2012,11,12,1200,-11.9,68,0.078322915
2012,11,12,1300,-12.9,67.9,0.072431029
2012,11,12,1400,-14,75.8,0.049889973
2012,11,12,1500,-13.8,77,0.048204334
2012,11,12,1600,-13.7,79,0.044376479
2012,11,12,1700,-14.2,78,0.04461154
2012,11,12,1800,-14.3,76.8,0.046657444
2012,11,12,1900,-13.8,70.5,0.061827297
2012,11,12,2000,-13.2,72,0.061648079
2012,11,12,2100,-11.6,72,0.070215142
2012,11,12,2200,-9.6,49,0.150089255
2012,11,12,2300,-8.9,42,0.180402762
2012,11,13,0,-8.9,50,0.155519623
2012,11,13,100,-7.7,47,0.181112968
2012,11,13,200,-8,55.4,0.148879383
2012,11,13,300,-8.1,58.5,0.137451813
2012,11,13,400,-8,59,0.136862213
2012,11,13,500,-8,48,0.173581344
2012,11,13,600,-8.5,50.3,0.159528894
2012,11,13,700,-8.7,54.5,0.143769425
2012,11,13,800,-8.7,51,0.154828612
2012,11,13,900,-9.6,61,0.114774136
2012,11,13,1000,-9.7,58,0.122626066
2012,11,13,1100,-10.8,66,0.090929268
2012,11,13,1200,-12.3,76.3,0.056156201
2012,11,13,1300,-12.6,81,0.043934174
2012,11,13,1400,-13.5,82,0.038667575
2012,11,13,1500,-13.6,85,0.031959271
2012,11,13,1600,-13.6,79,0.04474298
2012,11,13,1700,-13.9,79.5,0.042612161
2012,11,13,1800,-13.6,77,0.049004216
2012,11,13,1900,-12.8,63,0.084171997
2012,11,13,2000, ,48.2,#VALUE!
2012,11,13,2100, ,47,#VALUE!
2012,11,13,2200,-9.6,59.5,0.119188526
2012,11,13,2300,-8.1,54,0.152356227
2012,11,14,0,-6.3, ,#VALUE!
2012,11,14,100,-6.3,55.7,0.168733672
2012,11,14,200,-7.4,61,0.136422292
2012,11,14,300,-8.4,62,0.122935111
2012,11,14,400,-9.3,62,0.114520276
2012,11,14,500,-9.2,60,0.121504525
2012,11,14,600,-9.2,60.3,0.120593242
2012,11,14,700,-9.5,75.5,0.072675555
2012,11,14,800,-9.5,67,0.097889524
2012,11,14,900,-9.2,57,0.130617365
2012,11,14,1000,-9.1,53,0.143900049
2012,11,14,1100,-9.9,55,0.129313827
2012,11,14,1200,-9,42.3,0.178060042
2012,11,14,1300,-10,55.9,0.125723336
2012,11,14,1400,-9,45,0.169727943
2012,11,14,1500,-8.5,38,0.199009888
2012,11,14,1600,-8.4,43,0.184402667
2012,11,14,1700,-7.8,46.4,0.181739839
2012,11,14,1800,-6.8,33.3,0.244433292
2012,11,14,1900,-6.4,36,0.241897395
2012,11,14,2000,-5.4,29.4,0.288132598
2012,11,14,2100,-5.4,44,0.228547103
2012,11,14,2200,-4.6,41.5,0.253748592
2012,11,14,2300,-3.4, ,#VALUE!
2012,11,15,0,-3,36,0.313183234
2012,11,15,100,-3, ,#VALUE!
2012,11,15,200,-2.7,42,0.290258829
2012,11,15,300,-4.8,50,0.213609253
2012,11,15,400,-4,54.4,0.206984094
2012,11,15,500,-3.7,59.5,0.18804025
2012,11,15,600,-4.3,51.4,0.215654782
2012,11,15,700,-5.7,59.4,0.161936007
2012,11,15,800,-4.8,40,0.256331104
2012,11,15,900,-6.8,62,0.139257348
2012,11,15,1000,-5.1,48.1,0.216720124
2012,11,15,1100,-7.2,51.3,0.173021272
2012,11,15,1200,-5.9,44,0.219960142
2012,11,15,1300,-7.6,49,0.175642331
2012,11,15,1400,-8,62,0.126847905
2012,11,15,1500,-8,55.4,0.148879383
2012,11,15,1600,-7.5,50.5,0.17180926
2012,11,15,1700,-7.6,58.6,0.142580245
2012,11,15,1800,-6.7,53,0.17357652
2012,11,15,1900,-6,53,0.183197157
2012,11,15,2000,-5.2,53.8,0.191452933
2012,11,15,2100,-3.6,45.7,0.254018005
2012,11,15,2200,-0.8,43.3,0.326617054
2012,11,15,2300,-0.4,39.2,0.360658056
2012,11,16,0, ,45.5,#VALUE!
2012,11,16,100,-3.3,44,0.267942948
2012,11,16,200, ,29.5,#VALUE!
2012,11,16,300, ,26,#VALUE!
2012,11,16,400,-3.1, ,#VALUE!
2012,11,16,500,-3.4,52.3,0.226522998
2012,11,16,600,-3.7,52,0.222862518
2012,11,16,700,-3.6,44,0.261970686
2012,11,16,800,-4.8,65.4,0.147817603
